Speech intention	Time_adapted	Speech specific	Wizard	Filename	Expression specific	Vp_num	Study progress (coarse)	Addressee final (reduced)	Wizard addressee	Speech politeness	Annotator	Robot speech	Addressee final	Apartment time	Apartment door state	Study progress (detailed)	Condition	Apartment call	Cupboard door state	Cupboard handle sound	Focus of attention (reduced)	Order	Displayed Text	Speech form of address	Cupboard handle light	Speech type of sentence	Expression (facial, gestural, verbal)	Apartment parcel	Method	Radio	Robot gesture	Focus of attention	Method specific	Wizard task
	0		Aufgabe 7 Stehlampe	VP34_R2-nonverbal_ES.eaf		34	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	2		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP bewegt mehrmals die Hand entlang der Lampe, berührt sie aber nicht	7
Kommunikationsversuch	0	__Ist ein Paket für mich angekommen?__	Aufgabe 4 Apartment	VP34_R2-nonverbal_ES.eaf		34	Task solution	Parts of the apartment	Apartment	neutral	ES		Screen (living room table)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (sentence)	unobserved		speech			Screen (living room table)	VP fragt: __ist ein Paket für mich angekommen?__ und schaut auf den Wohnzimmertisch	4
Kommunikationsversuch	0	__Licht einschalten!__	Aufgabe 1 Apartment	VP34_R2-nonverbal_ES.eaf	VP lächelt	34	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	joyful		speech			Light in the hallway \(L_H\)	VP schaut nach oben zur Lampe und sagt: __Licht einschalten!__	1
	0		Aufgabe 3 Apartment	VP34_R2-nonverbal_ES.eaf		34	Task solution	Parts of the apartment	Apartment	unobserved	ES		Loudspeaker (by the fridge)			Lösungsversuch	nonverbal				Parts of the apartment	2		unobserved		unobserved	unobserved		speech			Loudspeaker (by the fridge)	VP sagt in den Raum: __Musik einschalten!__	3
Kommunikationsversuch	0	__Licht im Flur ausschalten!__	Aufgabe 2 Apartment	VP34_R2-nonverbal_ES.eaf		34	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP schaut nach oben zur Lampeim Flur und sagt: __Licht im Flur ausschalten!__	2
Kommunikationsversuch	0	__Wie spät ist es?__	Aufgabe 6 Apartment	VP34_R2-nonverbal_PH.eaf		34	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Wie spät ist es?__	6
Kommunikationsversuch	0	__Hat jemand für mich angerufen?__	Aufgabe 5 Apartment	VP34_R2-nonverbal_PH.eaf		34	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech	cheerleader10s.ogg		Unspecific	VP fragt in den Raum: __Hat jemand für mich angerufen?__	5
	0		Aufgabe 7 Stehlampe	VP34_R2-nonverbal_PH.eaf		34	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	2		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP versucht durch drei Gestiken die Lampe anzumachen: runter wischen, hoch wischen und so eine Art dagegen drücken (aber ohne Berührung, nur angedeutet, vielleicht so eine Art Stop-Signal?)	7
Kommunikationsversuch	0	__Ist ein Paket für mich angekommen?__	Aufgabe 4 Apartment	VP34_R2-nonverbal_PH.eaf		34	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Ist ein Paket für mich angekommen?__	4
Kommunikationsversuch	0	__Licht einschalten.__	Aufgabe 1 Apartment	VP34_R2-nonverbal_PH.eaf		34	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt __Licht einschalten.__	1
Kommunikationsversuch	0	__Musik einschalten.__	Aufgabe 3 Apartment	VP34_R2-nonverbal_PH.eaf		34	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt __Musik einschalten.__	3
Kommunikationsversuch	0	__Licht im Flur ausschalten.__	Aufgabe 2 Apartment	VP34_R2-nonverbal_PH.eaf		34	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		with Name		Command (sentence)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Licht im Flur auschalten.__	2
	0		Aufgabe 7 Stehlampe	VP35_R1-nonverbal_ES.eaf		35	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP macht Wischbewegungen über die Lampe, berührt die aber nicht	7
Kommunikationsversuch	0	Wie spät ist es jetzt?	Aufgabe 6 Apartment	VP35_R1-nonverbal_ES.eaf		35	Task solution	Parts of the apartment	Apartment	neutral	ES		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Parts of the apartment	1		with Name		Question (sentence)	unobserved		speech			Screen (kitchen on worktop)	VP schaut auf den Bildschirm und fragt: __Wie spät ist es jetzt?__	6
	0		Aufgabe 1 Apartment	VP35_R1-nonverbal_ES.eaf		35	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (entrance)			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		touch			Screen (entrance)	VP berührt den Bildschirm (Appartmenteingang)	1
Kommunikationsversuch	0	Musik!	Aufgabe 3 Apartment	VP35_R1-nonverbal_ES.eaf		35	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	nonverbal				Parts of the apartment	1		with Name		Command (words)	unobserved		speech			Loudspeaker (by the fridge)	VP schaut weiße Lautsprecherbox auf dem Küchenschrank an und sagt: __Musik!__	3
	0		Aufgabe 2 Apartment	VP35_R1-nonverbal_ES.eaf		35	Task solution	Parts of the apartment	Apartment	unobserved	ES		Sliding door (between hallway and kitchen)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		unobserved		unobserved	unobserved		touch			Light in the hallway \(L_H\)	VP macht die Schiebtür zu	2
Kommunikationsversuch	0	Hat heute jemand angerufen?	Aufgabe 5 Roboter	VP35_R1-nonverbal_ES.eaf		35	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Hat heute jemand angerufen?__	5
Kommunikationsversuch	0	Ist heute ein Paket für mich angekommen?	Aufgabe 4 Roboter	VP35_R1-nonverbal_ES.eaf		35	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Ist heute ein Paket für mich angekommen?__	4
	0		Aufgabe 7 Stehlampe	VP36_R2-verbal_PH.eaf	VP sieht ratlos aus, weiß nicht, dass er eigentlich schon fertig ist	36	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		unobserved		unobserved	baffled		gesture			Floor lamp \(L_F\)	VP versucht verschiedene Gesten seitlich und oberhalb der Lampe	7
Kommunikationsversuch	0	__Ist heute was für mich angekommen?__ 	Aufgabe 4 Apartment	VP36_R2-verbal_PH.eaf		36	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Ist heute etwas für mich angekommen?__	4
	0		Aufgabe 7 Stehlampe	VP36_R2-verbal_PH.eaf	VP sieht ratlos aus, weiß nicht, dass er eigentlich schon fertig ist	36	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		unobserved		unobserved	baffled		gesture			Floor lamp \(L_F\)	VP versucht verschiedene Gesten seitlich und oberhalb der Lampe	7
Kommunikationsversuch	427	__Flur an.__	Aufgabe 1 Apartment	VP36_R2-verbal_PH.eaf		36	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)		CLOSED	Lösungsversuch	verbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Flur an.__	1
Kommunikationsversuch	0	__Musik an.__	Aufgabe 3 Apartment	VP36_R2-verbal_PH.eaf		36	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP guckt in den Raum und sagt: __Musik an.__	3
Kommunikationsversuch	0	__Flurlicht aus.__	Aufgabe 2 Apartment	VP36_R2-verbal_PH.eaf		36	Task solution	Self	Apartment	neutral	PH		Self			Lösungsversuch	verbal				Self	2		with Name		Command (words)	unobserved		speech			Self	VP sagt: __Flurlicht aus.__	2
Kommunikationsversuch	0	__Wie viel Uhr haben wir jetzt?__	Aufgabe 6 Apartment	VP36_R2-verbal_PH.eaf		36	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Self	2		with Name		Question (sentence)	unobserved		speech			Self	VP fragt: __Wie viel Uhr haben wir jetzt?__	6
Kommunikationsversuch	0	__Hat mich heute schon jemand angerufen?__	Aufgabe 5 Apartment	VP36_R2-verbal_PH.eaf		36	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Hat mich heute schon jemand angerufen?__	5
	0		Aufgabe 7 Stehlampe	VP37_R1-verbal_ES.eaf		37	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	Beim ersten Versuch die Lampe zu Berühren stößt die VP die Lampe fast um, dann berürt VP die Lampe mehrmals an verschiedenen Stellen und versucht die Steuerung zu verstehen, es zeigt sich aber keine Regelmäßigkeit	7
	0		Aufgabe 7 Stehlampe	VP37_R1-verbal_ES.eaf		37	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	Beim ersten Versuch die Lampe zu Berühren stößt die VP die Lampe fast um, dann berürt VP die Lampe mehrmals an verschiedenen Stellen und versucht die Steuerung zu verstehen, es zeigt sich aber keine Regelmäßigkeit	7
Kommunikationsversuch	0	__hier mehr, hier weniger__	Aufgabe 7 Stehlampe	VP37_R1-verbal_ES.eaf	VP wirkt irritiert, weil sich keine Regelmäßigkeit bei der Steuerung der Helligkeit zeigt	37	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	neutral	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	1		with Name		Statement (words)	baffled		Kombination mehrerer Verhaltensweisen			Floor lamp \(L_F\)	VP berührt die Lampe wieder oben und unten und spricht dabei leise mit sich selbst:__hier mehr, hier weniger__	7
Kommunikationsversuch	0	__Licht im Flur aus!__	Aufgabe 2 Apartment	VP37_R1-verbal_ES.eaf		37	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Light in the hallway \(L_H\)	1		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Licht im Flur aus!__	2
Kommunikationsversuch	0	__Licht an!__	Aufgabe 1 Apartment	VP37_R1-verbal_ES.eaf		37	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Light in the hallway \(L_H\)	1		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP geht in Flur, schaut nach oben zur Lampe und sagt: __Licht an!__	1
Kommunikationsversuch	1676	__Habe ich Post bekommen?__	Aufgabe 4 Apartment	VP37_R1-verbal_ES.eaf		37	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Parts of the apartment	1		with Name		Question (sentence)	unobserved		speech	cheerleader10s.ogg		Screen (living room wall)	VP schaut wieder auf den Bildschirm (Wohnzimmerwand) und fragt: __Habe ich Post bekommen?__	4
Kommunikationsversuch	0	__Musik an!__	Aufgabe 3 Apartment	VP37_R1-verbal_ES.eaf		37	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Parts of the apartment	1		with Name		Command (words)	unobserved		speech			Screen (living room wall)	VP schaut den Bildschirm (Wohnzimmerwand) an und sagt: __Musik an!__	3
Kommunikationsversuch	0	__Wie spät ist es?__	Aufgabe 6 Apartment	VP37_R1-verbal_ES.eaf		37	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	1		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Wie spät ist es?__	6
Kommunikationsversuch	0	__Hat jemand für mich angerufen?__	Aufgabe 5 Apartment	VP37_R1-verbal_ES.eaf		37	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	1		with Name		Question (sentence)	unobserved		speech			Unspecific	VP schaut in den Raum und fragt: __Hat jemand für mich angerufen?__	5
	0		Aufgabe 7 Stehlampe	VP37_R1-verbal_PH.eaf	VP ist etwas Ratlos, weil der Wizard die Lampe steuert. VP weiß wahrscheinlich nicht, was sie jetzt genau gemacht hat	37	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	1		unobserved		unobserved	baffled		touch			Floor lamp \(L_F\)	VP berührt die Lampe oben, gleitet mit der Hand seitlich entlang, hoch und runter, berührt viel oben. Insgesamt sehr lange	7
	0		Aufgabe 7 Stehlampe	VP37_R1-verbal_PH.eaf	VP ist etwas Ratlos, weil der Wizard die Lampe steuert. VP weiß wahrscheinlich nicht, was sie jetzt genau gemacht hat	37	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	1		unobserved		unobserved	baffled		touch			Floor lamp \(L_F\)	VP berührt die Lampe oben, gleitet mit der Hand seitlich entlang, hoch und runter, berührt viel oben. Insgesamt sehr lange	7
nicht erkennbar	0	__Ähm.__ später dann: __Mehr oder weniger.__	Aufgabe 7 Stehlampe	VP37_R1-verbal_PH.eaf		37	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	neutral	PH		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	1		with Name		Statement (words)	unobserved		touch			Floor lamp \(L_F\)	VP berührt die Lampe oben, gleitet mit der Hand seitlich entlang, hoch und runter, berührt viel oben. Insgesamt sehr lange	7
Kommunikationsversuch	0	__Licht im Flur aus.__	Aufgabe 2 Apartment	VP37_R1-verbal_PH.eaf		37	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Light in the hallway \(L_H\)	1		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP blickt in Richtung Flur / Licht im Flur und sagt: __Licht im Flur aus.__	2
Kommunikationsversuch	362	__Licht an.__	Aufgabe 1 Apartment	VP37_R1-verbal_PH.eaf		37	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	1		with Name		Command (words)	unobserved		speech			Unspecific	VP tritt in den Flur und sagt: __Licht an.__	1
Kommunikationsversuch	396	__Habe ich Post bekommen?__	Aufgabe 4 Apartment	VP37_R1-verbal_PH.eaf		37	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	1		with Name		Question (sentence)	unobserved		speech	cheerleader10s.ogg		Unspecific	VP fragt: __Habe ich Post bekommen?__	4
Kommunikationsversuch	0	__Musik an.__	Aufgabe 3 Apartment	VP37_R1-verbal_PH.eaf		37	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	1		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt __Musik an.__	3
Kommunikationsversuch	0	__Wie spät ist es?__	Aufgabe 6 Apartment	VP37_R1-verbal_PH.eaf		37	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	1		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Wie spät ist es?__	6
Kommunikationsversuch	83	__Hat jemand für mich angerufen?__	Aufgabe 5 Apartment	VP37_R1-verbal_PH.eaf		37	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	1		with Name		Question (sentence)	unobserved		speech			Unspecific	Fragt: __Hat jemand für mich angerufen?__	5
Kommunikationsversuch	9332	__Wie spät ist es?__	Aufgabe 6 Apartment	VP38_R1-nonverbal_ES.eaf		38	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	nonverbal				Parts of the apartment	1	Es ist 10 Uhr 15	with Name		Question (sentence)	unobserved		speech			Screen (kitchen on worktop)	VP schaut auf das Bildschirm und fragt: __Wie spät ist es?__	6
Kommunikationsversuch	5419	__Wie spät ist es?__	Aufgabe 5 Apartment	VP38_R1-nonverbal_ES.eaf		38	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	nonverbal				Parts of the apartment	1	Es ist 10 Uhr 15	with Name		Question (sentence)	unobserved		speech			Screen (kitchen on worktop)	VP schaut auf das Bildschirm und fragt: __Wie spät ist es?__	5
	0		Aufgabe 7 Stehlampe	VP38_R1-nonverbal_ES.eaf		38	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP bewegt mehrmals mit der Hand an der Lampe entlang, versucht die Helligkeit zu steuern	7
	0		Aufgabe 7 Stehlampe	VP38_R1-nonverbal_ES.eaf		38	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP bewegt mehrmals mit der Hand an der Lampe entlang, versucht die Helligkeit zu steuern	7
Kommunikationsversuch	0	__Flur, Licht! (Pause) Aus!__	Aufgabe 2 Apartment	VP38_R1-nonverbal_ES.eaf		38	Task solution	Parts of the apartment	Apartment	neutral	ES		Apartment as a whole			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		without Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP steht in der Küche, schaut nach oben zur Flur-Lampe und sagt: __ Flur, Licht! (Pause) Aus!__	2
Kommunikationsversuch	0	__Flur, Licht!__	Aufgabe 1 Apartment	VP38_R1-nonverbal_ES.eaf		38	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		without Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP schaut nach oben und sagt: __Flur, Licht!__	1
	0		Aufgabe 4 Apartment	VP38_R1-nonverbal_ES.eaf		38	Task solution	Unspecific	Apartment	unobserved	ES		Unspecific			Lösungsversuch	nonverbal				Unspecific	1		unobserved		unobserved	unobserved		speech			Unspecific	VP bewegt sich gerade in Richtung Küche und spricht in den Raum: __Paket!__	4
Kommunikationsversuch	0	__Musik!... Küche, Musik!__	Aufgabe 3 Apartment	VP38_R1-nonverbal_ES.eaf		38	Task solution	Parts of the apartment	Apartment	neutral	ES		Apartment as a whole			Lösungsversuch	nonverbal				Unspecific	1		without Name		Command (words)	unobserved		speech			Unspecific	VP schaut sich suchend in der Küche um, sagt in den Raum: __Musik!... Küche, Musik!__	3
Kommunikationsversuch	0	__Wie spät ist es?__	Aufgabe 6 Apartment	VP38_R1-nonverbal_ES.eaf		38	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	nonverbal				Parts of the apartment	1		with Name		Question (sentence)	unobserved		speech			Screen (kitchen on worktop)	VP schaut auf das Bildschirm und fragt: __Wie spät ist es?__	6
	0		Aufgabe 5 Apartment	VP38_R1-nonverbal_ES.eaf		38	Task solution	Not discernible	Apartment	unobserved	ES		Not discernible			Lösungsversuch	nonverbal				Not discernible	1		unobserved		unobserved	unobserved		speech			Not discernible	VP schaut unspezifisch in den Raum nach oben und sagt mit Pausen: __Anruf!... Telefon!... Antwortbeantworter!__	5
Kommunikationsversuch	0	__Ist ein Paket für mich angekommen?__	Aufgabe 4 Apartment	VP39_R2-verbal_ES.eaf		39	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt wieder in den Raum: __Ist ein Paket für mich angekommen?__ 	4
Kommunikationsversuch	0	__Wie spät ist es?__	Aufgabe 6 Apartment	VP39_R2-verbal_ES.eaf		39	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt in den Raum:__ Wie spät ist es?__	6
	0		Aufgabe 7 Stehlampe	VP39_R2-verbal_ES.eaf		39	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP berührt die Lampe oben nochmal, das Licht geht aus	7
	0		Aufgabe 7 Stehlampe	VP39_R2-verbal_ES.eaf		39	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP berührt die Lampe in der Mitte, dann unten, beobachtet was passiert	7
Kommunikationsversuch	0	__Licht aus!__	Aufgabe 2 Apartment	VP39_R2-verbal_ES.eaf		39	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt: __Licht aus!__	2
	0		Aufgabe 1 Apartment	VP39_R2-verbal_ES.eaf		39	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (entrance)			Lösungsversuch	verbal				Parts of the apartment	2		unobserved		unobserved	unobserved		touch			Screen (entrance)	VP berührt den Bildschirm (Appartmenteingang)	1
Kommunikationsversuch	0	__Hat jemand für mich angerufen?__	Aufgabe 5 Apartment	VP39_R2-verbal_ES.eaf		39	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt in den Raum: __Hat jemand für mich angerufen?__	5
Kommunikationsversuch	0	__Musik an!__	Aufgabe 3 Apartment	VP39_R2-verbal_ES.eaf		39	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt in den Raum: __Musik an!__	3
Kommunikationsversuch	0	__Ist ein Paket für mich angekommen?__	Aufgabe 4 Apartment	VP39_R2-verbal_PH.eaf		39	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Ist ein Paket für mich angekommen?__	4
Kommunikationsversuch	275	__Wie spät ist es?__	Aufgabe 6 Apartment	VP39_R2-verbal_PH.eaf		39	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fargt: __Wie spät ist es?__	6
	0		Aufgabe 7 Stehlampe	VP39_R2-verbal_PH.eaf	VP wirkt unsicher, ob er die Aufgabe richtig gelößt hat	39	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		unobserved		unobserved	baffled		touch			Floor lamp \(L_F\)	VP berührt die Stehlampe unten an der Seite und später oben. Ist sich etwas unsicher, ob er die Aufgabe richtig gelößt hat	7
	0		Aufgabe 7 Stehlampe	VP39_R2-verbal_PH.eaf	VP wirkt unsicher, ob er die Aufgabe richtig gelößt hat	39	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		unobserved		unobserved	baffled		touch			Floor lamp \(L_F\)	VP berührt die Stehlampe unten an der Seite und später oben. Ist sich etwas unsicher, ob er die Aufgabe richtig gelößt hat	7
Kommunikationsversuch	0	__Licht aus.__	Aufgabe 2 Apartment	VP39_R2-verbal_PH.eaf		39	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt: __Licht aus.!__	2
	0		Aufgabe 1 Apartment	VP39_R2-verbal_PH.eaf		39	Task solution	Parts of the apartment	Apartment	unobserved	PH		Screen (entrance)			Lösungsversuch	verbal				Parts of the apartment	2		unobserved		unobserved	unobserved		gesture			Screen (entrance)	VP berührt erst den Bildschirm am Apartmenteingan und klatscht danach sofort	1
Kommunikationsversuch	0	__Hat jemand für mich angerufen?__	Aufgabe 5 Apartment	VP39_R2-verbal_PH.eaf		39	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP sagt: __Hat jemand für mich angerufen?__	5
Kommunikationsversuch	0	__Hm. Musik an.__	Aufgabe 3 Apartment	VP39_R2-verbal_PH.eaf		39	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt: __Hm, Musik an.__	3
Kommunikationsversuch	28911	__Wo ist das Paket?__	Aufgabe 7 Stehlampe	VP41_R2-nonverbal_PH.eaf		41	Task solution	Unspecific	Floor lamp \(L_F\)	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	__Wo ist das Paket?__	7
Kommunikationsversuch	0	__Ist ein Paket angekommen?__	Aufgabe 4 Apartment	VP41_R2-nonverbal_PH.eaf		41	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Ist ein Paket angekommen?__	4
